email,password,role,uuid,first_name,last_name,date_of_birth,country,hiv_status,diagnosis_date,art_status,art_start_date,life_expectancy
joy85@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,488332F8-4059-49EA-A2B8-47A734D1B65C,Alice,Neda,01-01-2009,TZA,N,14-09-2009,N,07-04-2020,16
mary83@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,00DFE71A-EF80-4146-87A4-624C5DC9EA28,Joy,Johnson,12-09-1991,UGA,P,22-11-2007,Y,12-11-2018,50
peter34@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,4828050E-2FE7-4333-B0A4-3FCBE1804508,John,Miller,19-11-1990,UGA,N,02-01-1991,Y,06-05-2014,36
paul13@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,040D6991-FCDB-4A2D-BF7A-50B72BCC273E,Lucy,Garcia,08-10-1994,RWA,P,22-10-2016,Y,28-03-2003,45
paul37@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,4D17BB53-FC9E-48C7-868F-933D999421FD,Jane,Doe,04-05-2007,KEN,N,27-12-2005,Y,09-02-1997,35
paul25@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,85A49F2B-0BC6-4497-A09E-439050D9DE9F,Lily,Neda,13-02-2009,BDI,P,19-09-1990,Y,02-02-2001,42
peter42@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,5448AD90-1DEE-4587-B608-F9B1EFFA7CD0,Peter,Garcia,02-06-2001,TZA,N,10-06-2000,Y,21-05-2010,43
joy27@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,AFC50759-689D-4A12-A717-A1ADD39CD9C6,Tom,Wilson,15-04-2003,BDI,N,22-06-2002,N,07-07-2005,17
jane24@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,B1D4AC5B-37CD-48FA-9383-DDF2CD05422F,John,Johnson,23-10-2002,RWA,N,22-06-2015,N,21-09-2002,37
peter57@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,BF75D984-16F5-412E-AD33-98C86F78A495,Joy,Wilson,12-12-1990,BDI,N,24-11-2008,N,05-08-2018,16
lucy95@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,BD9B182C-601B-4E16-8496-F054038FF20A,Peter,Williams,09-02-1990,RWA,N,15-10-2010,N,09-08-2016,49
joy72@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,D9B76C75-C570-4C0F-A436-EF32F77E55FD,Alice,Wilson,08-01-2010,RWA,N,20-11-2012,N,12-04-2011,44
alice44@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,11A3D073-90DD-4CC4-9923-710D8ABA3BE1,Alice,Doe,25-07-1990,UGA,P,22-08-2005,Y,03-08-2007,27
alice21@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,1E15F9D5-5035-4CF5-86C4-A8ED94ABC8A8,Joy,Smith,02-12-1988,RWA,N,28-09-2018,N,27-06-2003,40

jude@gmail.com,$1$24uuid$rnDgDhTxFFkU3rKcavinw0,patient,ECE91A6C-27BB-43BD-8E22-932CD5FFFABC,Jude,Wasa,20-02-2023,Uganda,1,03-03-2003,1,08-02-2023
